"Mã ảnh","Tên tệp","Thư mục trước","Thư mục sau","Căn cứ xếp","Nội dung nhìn thấy","Đang được dùng","Địa chỉ xem","Dung lượng (byte)"
"ed9b46db-066f-46cc-8fc0-b29f25836fe5","SPYKE-SAHARA-VENTED-09.jpg","Chưa phân loại","Sản phẩm / SPYKE","Nhìn trực tiếp nội dung ảnh","áo khoác bảo hộ SPYKE màu đen","Không","http://localhost:3000/media/wp-uploads/2023/10/SPYKE-SAHARA-VENTED-09.jpg","63997"
"edaefd1f-0532-4f15-9197-d364211d18c3","giay-scoyco-thumbnail-2.jpg","Chưa phân loại","Banner","Nhìn trực tiếp nội dung ảnh","ảnh quảng cáo giày SCOYCO cho hành trình dài","Có","http://localhost:3000/media/wp-uploads/2026/05/giay-scoyco-thumbnail-2.jpg","61143"
"ede2135f-ebca-410d-afc8-eb8594da7ef5","4-hay-nho-di-dung-lan-duong-quy-dinh.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/08/4-hay-nho-di-dung-lan-duong-quy-dinh.jpg","48052"
"ee0256ff-7439-479b-ab22-0776682b3698","z7629809248084_6cfea5e0cf3befcb625b5e50d3b42d9e.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","người mẫu mặc áo khoác TAICHI xám đen","Không","http://localhost:3000/media/wp-uploads/2026/03/z7629809248084_6cfea5e0cf3befcb625b5e50d3b42d9e.jpg","36873"
"ee0e732b-37ad-450f-a044-90087dd75f8e","rsj354bk11_d4_25ss.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","cận cảnh lớp đệm áo khoác TAICHI cam đen","Không","http://localhost:3000/media/wp-uploads/2025/07/rsj354bk11_d4_25ss.jpg","254064"
"ee25671b-1b0a-4fe9-b39d-f503f51a34d1","gi_y_b_o_h__m__t__tho_ng_kh_.png","Chưa phân loại","Danh mục","Tra ngược từ ảnh danh mục","","Có","http://localhost:3000/media/uploads/9268b6c4-09a9-46a1-885b-ff17a59392e9/gi_y_b_o_h__m__t__tho_ng_kh_.png","57417"
"ee384334-4229-4ae3-a40b-2a449f8bc538","pasted-image-0-5-min.png","Chưa phân loại","Bài viết / 2021","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2021/05/pasted-image-0-5-min.png","88096"
"ee42ad18-5394-484b-a040-f6ca38b521a3","mu-bao-hiem-dat-chuan-10.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/02/mu-bao-hiem-dat-chuan-10.jpg","36858"
"ee42f6af-4a55-44f3-bc0d-10ed59de6a32","82558518_3348560991882334_7106662697114009600_n-1.jpg","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm cả đầu LS2 xanh đen","Không","http://localhost:3000/media/wp-uploads/2020/10/82558518_3348560991882334_7106662697114009600_n-1.jpg","27728"
"ee449cd7-1dc1-4bbf-95bf-8e80813dcf3f","4.png","Chưa phân loại","Sản phẩm / AGV","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm cả đầu AGV màu đen","Không","http://localhost:3000/media/wp-uploads/2026/04/4.png","51704"
"ee778bcf-d974-49e7-a1df-250ed1cebe7e","z7536241814577_5483fc1c233cf727550a2c7a66d5959d.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2026/02/z7536241814577_5483fc1c233cf727550a2c7a66d5959d.jpg","231767"
"ee8ff969-d88e-4dfd-b4c4-dec427a4ddc4","cach-tranh-ma-khi-di-dem-3.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/cach-tranh-ma-khi-di-dem-3.jpg","67766"
"ee9e6647-a510-4673-8c85-96f9d56679ff","wCSlqYtcabLYsD7RfNHsUj73wlHHVF.jpeg","Chưa phân loại","Sản phẩm / ILM","Nhìn trực tiếp nội dung ảnh","đôi giày bảo hộ ILM đen trắng đặt trên hộp","Không","http://localhost:3000/media/wp-uploads/2025/09/wCSlqYtcabLYsD7RfNHsUj73wlHHVF.jpeg","211550"
"eea919e5-e3e9-4347-8588-5332b7896e8e","huong-dan-cach-cham-soc-xe-moto-chi-tiet.jpg","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/11/huong-dan-cach-cham-soc-xe-moto-chi-tiet.jpg","71287"
"eec84214-17b2-470e-8a3f-943341001d3d","mua-he-nen-di-phuot-o-dau-37.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/03/mua-he-nen-di-phuot-o-dau-37.jpg","45636"
"eeed95f8-a4e3-38fa-9ead-d41413939134","GANG-TAY-DUA-KOMINE-GK-265-R-SPEC-01-2.jpg","Chưa phân loại","Sản phẩm / KOMINE","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/e9/e9d22ec1f43bb2e84802e5e325f4a07136d3541e53cc792dd4b2cd62fc1fe154/GANG-TAY-DUA-KOMINE-GK-265-R-SPEC-01-2.jpg","1775"
"eefc1d3c-0b76-4597-84c7-6df13c1a9f8a","SCS_26-scaled.png","Chưa phân loại","Sản phẩm / SCS","Nhìn trực tiếp nội dung ảnh","bộ đàm gắn mũ bảo hiểm SCS màu đen","Không","http://localhost:3000/media/wp-uploads/2026/03/SCS_26-scaled.png","1288161"
"ef1124e7-aa76-48fe-ac79-781d364ef122","hang-mua-1.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/06/hang-mua-1.jpg","64775"
"ef15d096-c1d3-4c08-93cf-ad43b92f761b","e5REiHtDp2DEXm7Aj8OqC48vVj1yTR.jpeg","Chưa phân loại","Sản phẩm / ILM","Nhìn trực tiếp nội dung ảnh","người mang giày bảo hộ ILM đen trắng","Không","http://localhost:3000/media/wp-uploads/2025/09/e5REiHtDp2DEXm7Aj8OqC48vVj1yTR.jpeg","208870"
"ef340cad-d909-495c-bd56-2dc1206ccf20","gang-tay-chong-nang-1.jpg","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","người mẫu đeo túi đùi LS2 màu đen","Có","http://localhost:3000/media/wp-uploads/2025/05/gang-tay-chong-nang-1.jpg","24577"
"ef3bb2e3-cb2c-4e03-b0de-9258e97e8b01","images-1.jpg","Chưa phân loại","Thương hiệu","Nhìn trực tiếp nội dung ảnh","logo thương hiệu ROK Straps","Không","http://localhost:3000/media/wp-uploads/2025/03/images-1.jpg","3414"
"ef45d7e5-a649-46b7-8886-164719273ea2","2_SPYKE_Compass_Dry_Tecno_Lady-scaled-2.jpg","Chưa phân loại","Sản phẩm / SPYKE","Nhìn trực tiếp nội dung ảnh","người mẫu mặc bộ đồ bảo hộ SPYKE xám đen đỏ","Có","http://localhost:3000/media/wp-uploads/2023/10/2_SPYKE_Compass_Dry_Tecno_Lady-scaled-2.jpg","117771"
"ef830c61-fcdc-413d-a119-5d14ffbd0a30","AO-NAM-NU-TAICHI-RSJ729-DRYMASTER-KOMPASS-ALL-SEASON-05.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","áo khoác bảo hộ RICHA màu nâu đen","Không","http://localhost:3000/media/wp-uploads/2024/02/AO-NAM-NU-TAICHI-RSJ729-DRYMASTER-KOMPASS-ALL-SEASON-05.jpg","67328"
"efaa3039-9d79-32bf-8a6a-0faf2e20de46","TAICHI-RSS011-DRYMASTER-FIT-HOOP-02-1.jpg","Chưa phân loại","Sản phẩm / TAICHI","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/2e/2e8f20692d9ce1070bb226b53f5de9afac2ce4c0644abe602024e7b70706d5ce/TAICHI-RSS011-DRYMASTER-FIT-HOOP-02-1.jpg","1480"
"efbc631b-dbfe-43c1-986f-d72f169c20aa","2-do-deo-bang-xe-so-de-hon-xe-tay-ga.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/08/2-do-deo-bang-xe-so-de-hon-xe-tay-ga.jpg","48968"
"efde7ae1-eba3-48b3-8d59-e59abbcef160","non-bao-hiem-cao-cap-1.jpg","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/non-bao-hiem-cao-cap-1.jpg","22966"
"efe07f87-f796-4999-9765-2a8254e02b3f","ao-bao-ho-ls2-breeze-man-mau-xam-3-rotated.jpg","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","người mẫu mặc áo khoác bảo hộ LS2 trắng đen","Không","http://localhost:3000/media/wp-uploads/2026/06/ao-bao-ho-ls2-breeze-man-mau-xam-3-rotated.jpg","258782"
"f001ba34-0948-469f-b18c-f8c0b06dc420","mu-bao-hiem-agv-thumbnail.jpg","Chưa phân loại","Sản phẩm / AGV","Nhìn trực tiếp nội dung ảnh","hai người đội mũ bảo hiểm AGV màu xanh","Không","http://localhost:3000/media/wp-uploads/2024/05/mu-bao-hiem-agv-thumbnail.jpg","41779"
"f00cb73b-a308-40f1-94ae-3bb1097bae1b","Tui-hit-binh-xang-Givi-Tanks-Bag-CRM103-03-1.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","túi bình xăng mô tô màu đen không rõ hãng","Có","http://localhost:3000/media/wp-uploads/2022/09/Tui-hit-binh-xang-Givi-Tanks-Bag-CRM103-03-1.jpg","62583"
"f017c42d-b3d1-4188-bc5a-e771343c2260","614MWo1xxYL._AC_SX466_.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh thông số áo bảo hộ kèm bộ giáp CE không rõ hãng","Có","http://localhost:3000/media/wp-uploads/2025/09/614MWo1xxYL._AC_SX466_.jpg","26761"
"f01beb22-b2da-484d-8e43-4a00101d6a7d","giay-moto-taichi-rss011-codura-mau-den-khoa-boa-chup-tai-shop-bigbike.webp","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","cận cảnh khóa BOA giày bảo hộ TAICHI màu đen","Không","http://localhost:3000/media/uploads/3832cfe2-4b53-4f97-84da-6a8eb2ad3708/giay-moto-taichi-rss011-codura-mau-den-khoa-boa-chup-tai-shop-bigbike.webp","242414"
"f0386f8f-0c96-4bdc-b3a6-a224d368334a","1_23015879-90c6-4324-bf75-61160eeca0fa.jpg","Chưa phân loại","Sản phẩm / ILM","Nhìn trực tiếp nội dung ảnh","ảnh thông số mũ bảo hiểm địa hình ILM với kính tháo rời","Có","http://localhost:3000/media/wp-uploads/2026/03/1_23015879-90c6-4324-bf75-61160eeca0fa.jpg","240501"
"f03d82d7-1eb2-4674-8251-a80d1219666c","size_bigbike_ls2_ff352.jpeg","Chưa phân loại","Bài viết / 2020","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2020/06/size_bigbike_ls2_ff352.jpeg","28987"
"f0717f07-8706-48ac-abf8-90fe88a69b9b","rsj340_05d_1_TL.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","cận cảnh đai điều chỉnh quần bảo hộ TAICHI","Không","http://localhost:3000/media/wp-uploads/2022/05/rsj340_05d_1_TL.jpg","47569"
"f08f524d-12a4-33da-a39f-d8fca7cc372c","z7422418879048_01718b3bbf494faf039509aed09daef4.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/cb/cb2a995dc6c989d5d89ac7abf9645a5eb398e40c60129f18f156a33d08903796/z7422418879048_01718b3bbf494faf039509aed09daef4.jpg","173972"
"f0a00f9c-3d68-40e6-b974-d8e53adff1e5","6-bigbike-la-don-vi-ve-sinh-do-bao-ho-moto-uy-tin.jpg","Chưa phân loại","Bài viết / 2023","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2023/06/6-bigbike-la-don-vi-ve-sinh-do-bao-ho-moto-uy-tin.jpg","87990"
"f0a53c41-d002-4b4a-94f2-a26c3708d009","TAI-NGHE-BLUETOOTH-INTERCOM-SCS-T2-PLUS-CHO-MU-BAO-HIEM-02.jpg","Chưa phân loại","Sản phẩm / SCS","Nhìn trực tiếp nội dung ảnh","bộ đàm gắn mũ bảo hiểm SCS T2 màu đen","Không","http://localhost:3000/media/wp-uploads/2025/10/TAI-NGHE-BLUETOOTH-INTERCOM-SCS-T2-PLUS-CHO-MU-BAO-HIEM-02.jpg","33010"
"f0bb3cec-1a06-37c5-b44f-7ff9f2bd2251","BCK_of600_BF16F1-9F59DB-6DC2FA-D9B6E5-A47A3B-5A8411-400x400-1.png","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm ba phần tư LS2 màu đen","Không","http://localhost:3000/media/migration/wordpress/9e/9e980769b4151604bf49083e6d557699b366744def43f24fd1b6478153518bd6/BCK_of600_BF16F1-9F59DB-6DC2FA-D9B6E5-A47A3B-5A8411-400x400-1.png","63675"
"f0e57905-bbc8-4fda-bbe0-181cca091313","z7419376484504_02906f57e174f68ecf893da1aff9000d.jpg","Chưa phân loại","Sản phẩm / ILM","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2026/01/z7419376484504_02906f57e174f68ecf893da1aff9000d.jpg","94874"
"f0ef514a-2592-3977-84ee-0ef5f486ae17","eRSJ354_8.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","ảnh thông số các túi áo khoác TAICHI màu cam","Có","http://localhost:3000/media/migration/wordpress/f5/f5935b47dbf40eab340ba49259636f765e2dcd15e73b0ca4c5d1130302baf386/eRSJ354_8.jpg","71836"
"f0f25e4d-7227-4093-9bf9-a5a162a1f496","Codex Image Aug 29, 2026, 04_10_49 PM.png","Chưa phân loại","Thương hiệu","Tra ngược từ logo thương hiệu","","Có","http://localhost:3000/media/uploads/a9a5a449-2baf-46a7-8c88-f4089b3e4405/codex_image_aug_29__2026__04_10_49_pm.png","84179"
"f0f9dea4-3edc-45d2-8779-ffb07c21d66f","SCS_52-scaled.png","Chưa phân loại","Sản phẩm / SCS","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm trắng lắp bộ đàm SCS","Không","http://localhost:3000/media/wp-uploads/2026/03/SCS_52-scaled.png","1277868"
"f10cef3e-4af2-46a5-ac0f-e510ffe48272","pasted-image-0-12.png","Chưa phân loại","Bài viết / 2021","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2021/04/pasted-image-0-12.png","93877"
"f1146238-3375-3d0f-8707-cb45b065007d","z7237627648289_55f0aace1e4346470f96d577d4134d72-scaled.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","giày bảo hộ cổ cao đen đỏ không rõ hãng","Có","http://localhost:3000/media/migration/wordpress/ea/ea42bbecb2d88e246b917854438dfd6cda1be8e58dd7fd4a5851e6a966774dfe/z7237627648289_55f0aace1e4346470f96d577d4134d72-scaled.jpg","217837"
"f116347a-3165-4076-821d-8a8cf060bb49","mu-bao-hiem-3-4-ls2-bob-of601-tai-bigbike.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/mu-bao-hiem-3-4-ls2-bob-of601-tai-bigbike.jpg","38235"
"f122786b-b9c2-4c9b-8ae1-39260a3853bd","cach-chon-quan-ao-giap-moto-phu-hop-4.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/04/cach-chon-quan-ao-giap-moto-phu-hop-4.jpg","26770"
"f123fc0c-0e7b-4cad-8af9-efc2e4e3adee","RSY258KH01.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","quần bảo hộ dáng cargo màu nâu không rõ hãng","Không","http://localhost:3000/media/uploads/16ab201d-9863-4b69-b5a2-09fc5da87f1f/rsy258kh01.jpg","451276"
"f13d8613-5308-3ef7-8647-71b5510114a8","z7380772728766_3a87667a99a8946e2df3669e3ba7cfd3.jpg","Chưa phân loại","Sản phẩm / Caberg","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/74/74177d0618333da38fe15d1cfbab934da41825485dcc7a136b1d6b3821725c3d/z7380772728766_3a87667a99a8946e2df3669e3ba7cfd3.jpg","102433"
"f14248b0-95b0-4ed0-9437-df9e8730d6ec","IMG_0978.mov","Chưa phân loại","Video gốc","Video không được tham chiếu","","Không","http://localhost:3000/media/wp-uploads/2026/05/IMG_0978.mov","1875770"
"f173b174-794c-4b31-9d92-7dbb04c6d2d6","gia-do-dien-thoai-gan-xe-moto-2.jpg","Chưa phân loại","Bài viết / 2025","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2025/05/gia-do-dien-thoai-gan-xe-moto-2.jpg","51907"
"f1883c81-edaa-42e9-b8c3-6f8135475832","5_000000000497.jpg","Chưa phân loại","Sản phẩm / KOMINE","Nhìn trực tiếp nội dung ảnh","ba lô mô tô KOMINE màu đen","Không","http://localhost:3000/media/wp-uploads/2024/10/5_000000000497.jpg","149915"
"f1895ff1-c373-4fa8-aeb7-8d53ccaf9432","z7629809242685_0a1f5e3140e681690d94d670d3cc9a6f.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","người mẫu mặc áo khoác TAICHI xám đen","Không","http://localhost:3000/media/wp-uploads/2026/03/z7629809242685_0a1f5e3140e681690d94d670d3cc9a6f.jpg","33832"
"f1923bf2-8a54-4eeb-a34c-42bd2173d5fa","gia-do-dien-thoai-gan-xe-moto-thumb.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","giá đỡ điện thoại gắn ghi đông không rõ hãng","Có","http://localhost:3000/media/wp-uploads/2025/05/gia-do-dien-thoai-gan-xe-moto-thumb.jpg","12749"
"f1a1838e-4283-4b30-bd31-9ac2baaaabe2","3-ao-bao-ho-da.png","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/06/3-ao-bao-ho-da.png","413078"
"f1a1e5af-8be0-3c1f-88e3-4383d0d3f343","71AeVxPzxXS._AC_SY575_-1.jpg","Chưa phân loại","Sản phẩm / KOMINE","Nhìn trực tiếp nội dung ảnh","cận cảnh giày bảo hộ KOMINE xám đen","Có","http://localhost:3000/media/migration/wordpress/ac/ac3ed4e9bd38ca4b67e3921423516875f2ecbb2cb7306643d0e8988ce893702f/71AeVxPzxXS._AC_SY575_-1.jpg","35186"
"f1c15876-d6a5-370a-a1f8-7ce33261c674","KOMINE-BK-088-02.jpg","Chưa phân loại","Sản phẩm / KOMINE","Nhìn trực tiếp nội dung ảnh","giày bảo hộ KOMINE cổ cao xám đen","Có","http://localhost:3000/media/migration/wordpress/66/66a4b20655839044e3132a2bf90909fe19f5d6abec67734c6305b53ba3f8c99c/KOMINE-BK-088-02.jpg","64691"
"f1c9cf55-e2d0-4ed1-a352-79cfc0260a6f","scs_s10x_tai_nghe_cho_biker_vi_t___.mp4","Sản phẩm / SCS","Video gốc","Video không được tham chiếu","","Không","http://localhost:3000/media/uploads/994fd049-1400-4381-ae6c-778e9d002cbd/scs_s10x_tai_nghe_cho_biker_vi_t___.mp4","28266103"
"f1ce608f-8376-45e5-a2b0-b5f727163505","z7629809226098_a076c72efd4c08e2d62e998ab7096bed.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","mặt sau áo khoác bảo hộ TAICHI xám đen","Không","http://localhost:3000/media/wp-uploads/2026/03/z7629809226098_a076c72efd4c08e2d62e998ab7096bed.jpg","52607"
"f1d5f098-84ef-3365-9a48-be8a34689568","Ao-mua-bao-ho-di-mo-to-xe-may-phuot-taichi-RSRR08-10-1-300x300.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","cận cảnh tay áo mưa phản quang không rõ hãng","Có","http://localhost:3000/media/migration/wordpress/65/651962734d2fa107d5dad4b790c632008c04df6a563405c81678a966f2082d53/Ao-mua-bao-ho-di-mo-to-xe-may-phuot-taichi-RSRR08-10-1-300x300.jpg","7938"
"f1e5911f-1a93-485c-8dba-ac3f09727457","icon_gia_do_dien_thoai_520x520.png","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","hình vẽ giá đỡ điện thoại gắn ghi đông không rõ hãng","Không","http://localhost:3000/media/uploads/5f84fe84-4f17-41a9-bd11-ae8e4d008d9c/icon_gia_do_dien_thoai_520x520.png","77362"
"f1ecd93f-16b1-3b63-9529-c5334266fcec","z7380592366380_99786ca9224b894d8bece46f2fbd4122-1.jpg","Chưa phân loại","Sản phẩm / Caberg","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/01/01fb31efa253facef247fc967dd58f1d4cf7327f2ac42e893aefb6f29eaf06df/z7380592366380_99786ca9224b894d8bece46f2fbd4122-1.jpg","31359"
"f2098363-d97f-41b8-ba5a-f8c51f1bd5a4","z7639731471050_72f69a554b80f8ab47070d4696ea6778-rotated.jpg","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","cận cảnh khóa kéo áo khoác bảo hộ LS2","Không","http://localhost:3000/media/wp-uploads/2026/06/z7639731471050_72f69a554b80f8ab47070d4696ea6778-rotated.jpg","206041"
"f243db3a-f2ba-46d7-8db9-c21a29bfc624","non-bao-hiem-ls2-of616-nardo-grey-anh-studio.webp","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm ba phần tư LS2 màu xám","Không","http://localhost:3000/media/uploads/b6383cbc-34b3-4d5a-9c71-94516b6ed69b/non-bao-hiem-ls2-of616-nardo-grey-anh-studio.webp","224114"
"f250810a-c90d-30fd-8015-956225404975","z7163698260217_62ca54de3e32df788d71f1590bfb0602-scaled.jpg","Chưa phân loại","Sản phẩm / LS2","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm lật hàm LS2 carbon trưng bày tại cửa hàng","Có","http://localhost:3000/media/migration/wordpress/01/01db2a30ef55f1f9f8a2bc10aa08a2207a0c717c256edf46591df6d7ea7cd9be/z7163698260217_62ca54de3e32df788d71f1590bfb0602-scaled.jpg","246025"
"f2535b48-1917-495e-99c3-ee7681f5ab07","5-xe-may-di-phuot-honda-cb500f-2023.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/03/5-xe-may-di-phuot-honda-cb500f-2023.jpg","39714"
"f26859e1-4955-3942-b0dd-c04f88efa540","Caberg_Tanami_Carbon_061.jpg","Chưa phân loại","Sản phẩm / Caberg","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/migration/wordpress/c1/c1cde47fde59627bf0275868e2fd3ef0d962062c16302d84cb64e1d8fdf4f2cd/Caberg_Tanami_Carbon_061.jpg","24021"
"f27b16d3-b50e-4d5a-a88c-dc92b2cbda9d","mu-bao-hiem-agv-fullface-k3-can-nang-thuc-te.webp","Chưa phân loại","Sản phẩm / AGV","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm AGV màu đen đặt trên cân","Không","http://localhost:3000/media/uploads/226e3361-778b-4ff8-b6f9-456cc9a7aa22/mu-bao-hiem-agv-fullface-k3-can-nang-thuc-te.webp","165956"
"f2a8131b-2983-4d31-82f3-eca929785879","pasted-image-0-7.png","Chưa phân loại","Bài viết / 2021","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2021/04/pasted-image-0-7.png","320672"
"f2c852b3-a695-4e06-bad1-c0337159cf8d","ROK-Motorcycle-Straps-Use_RESIZED.jpg","Chưa phân loại","Sản phẩm / ROK Straps","Tra ngược từ nơi dùng trong sản phẩm","","Có","http://localhost:3000/media/wp-uploads/2024/10/ROK-Motorcycle-Straps-Use_RESIZED.jpg","76267"
"f2c8b26d-16f2-4a36-921f-ad270fcd0be9","ao-quan-bao-ho-adv-sahara-vented-2.jpg","Chưa phân loại","Sản phẩm / SPYKE","Nhìn trực tiếp nội dung ảnh","áo khoác bảo hộ SPYKE đen viền vàng","Không","http://localhost:3000/media/wp-uploads/2023/10/ao-quan-bao-ho-adv-sahara-vented-2.jpg","1179820"
"f2cc8a90-f86f-4c6a-a9c4-3a147b8fdf50","tai-nghe-bluetooth-s7x5.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","bộ điều khiển đàm thoại gắn mũ không rõ hãng","Không","http://localhost:3000/media/wp-uploads/2024/04/tai-nghe-bluetooth-s7x5.jpg","37302"
"f2e8f402-0112-341e-bde0-2fa23787e38d","cac-buoc-thao-tac-mo-dong-giay-bao-ho-chong-nuoc-taichi-rss013.jpg","Chưa phân loại","Sản phẩm / TAICHI","Nhìn trực tiếp nội dung ảnh","ảnh hướng dẫn dùng khóa BOA trên giày TAICHI","Có","http://localhost:3000/media/migration/wordpress/04/047a8decf82608da8a49e22e04d08aa1cfb98292d256830d99a2b097b68f87ec/cac-buoc-thao-tac-mo-dong-giay-bao-ho-chong-nuoc-taichi-rss013.jpg","171925"
"f2f67d83-816a-44f3-8a6d-2ad9a455c1a6","71ujXwB0YcL._AC_SL1500_.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","ảnh thông số quần jean bảo hộ đi mô tô không rõ hãng","Có","http://localhost:3000/media/wp-uploads/2025/09/71ujXwB0YcL._AC_SL1500_.jpg","167199"
"f2fad8ea-bfd1-48de-9a9a-80a567259ded","1-giay-di-xe-may-phuot-duong-dai-co-da-dang-thiet-ke.jpg","Chưa phân loại","Bài viết / 2024","Tra ngược từ nơi dùng trong bài viết","","Có","http://localhost:3000/media/wp-uploads/2024/05/1-giay-di-xe-may-phuot-duong-dai-co-da-dang-thiet-ke.jpg","48703"
"f30df4e1-d862-353e-9990-a26e27f9d873","Non-Bao-Hiem-Poc-P10-06.jpg","Chưa phân loại","Sản phẩm / Chưa rõ hãng","Nhìn trực tiếp nội dung ảnh","mũ bảo hiểm POC màu đen kèm kính trượt tuyết","Không","http://localhost:3000/media/migration/wordpress/92/92e340a6178d5b0a7566e15b7053f8fdd9e90d129469937af46f02d5a9d2b69a/Non-Bao-Hiem-Poc-P10-06.jpg","63265"
"f31a1553-b703-41a0-aa66-5b71eea82a36","SET-AO-QUAN-BAO-HO-ADV-SPYKE-COMPASS-DRY-TECNO-MAN-03.jpg","Chưa phân loại","Sản phẩm / SPYKE","Nhìn trực tiếp nội dung ảnh","quần bảo hộ SPYKE đen trắng đỏ","Không","http://localhost:3000/media/wp-uploads/2024/03/SET-AO-QUAN-BAO-HO-ADV-SPYKE-COMPASS-DRY-TECNO-MAN-03.jpg","43789"
